targettype,targetsize,targetimage,temperature,sizereport,imagereport,temperaturereport
WildAnimal,0.489590261,Others,96.6309099,0.487892555,Others,96.16723358
WildAnimal,0.512472092,Others,96.70561736,0.519404641,Others,95.75807833
WildAnimal,0.495742789,Others,96.60544782,0.492060819,Others,95.41340114
FeatheredAnimal,0.319734892,Others,96.83506959,0.320016677,Others,97.5519659
WildAnimal,0.502281071,Others,96.65036116,0.510631016,Others,96.99617875
WildAnimal,0.51050071,Others,96.98477283,0.508056537,Others,97.24398028
FeatheredAnimal,0.419100454,Others,96.66220259,0.414402282,Others,95.13514298
WildAnimal,0.502281071,Others,96.65036116,0.503213754,Others,97.14802551
WildAnimal,0.539146422,Others,96.90037445,0.540960137,Others,96.54533605
WildAnimal,0.501947538,Others,96.77452206,0.501728569,Others,97.01219635
FeatheredAnimal,0.516930243,Others,96.71693053,0.515487366,Others,97.44250752
FeatheredAnimal,0.319734892,Others,96.83506959,0.316452545,Others,96.59636907
FeatheredAnimal,0.458181546,Others,96.85231802,0.454095625,Others,97.21409649
WildAnimal,0.539146422,Others,96.90037445,0.535980482,Others,96.83887377
FeatheredAnimal,0.613826384,Others,96.73980944,0.598110478,Others,97.9495284
FeatheredAnimal,0.458181546,Others,96.85231802,0.462627771,Others,96.25502054
WildAnimal,0.502281071,Others,96.65036116,0.507107464,Others,97.55256256
FeatheredAnimal,0.419100454,Others,96.66220259,0.432584284,Others,95.99272856
FeatheredAnimal,0.419100454,Others,96.66220259,0.422414372,Others,94.2264818
WildAnimal,0.489590261,Others,96.6309099,0.487939071,Others,95.91028843
FeatheredAnimal,0.613826384,Others,96.73980944,0.595777102,Others,99.85041899
FeatheredAnimal,0.613826384,Others,96.73980944,0.625224018,Others,101.7430838
FeatheredAnimal,0.319734892,Others,96.83506959,0.322060069,Others,96.62898066
FeatheredAnimal,0.516930243,Others,96.71693053,0.515383863,Others,97.59338402
WildAnimal,0.501947538,Others,96.77452206,0.511615147,Others,94.15634153
WildAnimal,0.501947538,Others,96.77452206,0.49967519,Others,96.02197391
FeatheredAnimal,0.613826384,Others,96.73980944,0.618811117,Others,96.06127448
FeatheredAnimal,0.458181546,Others,96.85231802,0.455896465,Others,96.39641261
WildAnimal,0.470208838,Others,96.98772838,0.47979551,Others,93.99115784
FeatheredAnimal,0.516930243,Others,96.71693053,0.511208451,Others,96.43073847
FeatheredAnimal,0.436686299,Others,96.91768593,0.442194293,Others,97.92580465
FeatheredAnimal,0.436686299,Others,96.91768593,0.448486789,Others,98.72714653
FeatheredAnimal,0.396397954,Others,96.8600437,0.389597457,Others,98.78273432
WildAnimal,0.495742789,Others,96.60544782,0.499808359,Others,99.02582982
FeatheredAnimal,0.319734892,Others,96.83506959,0.320513861,Others,97.44757094
FeatheredAnimal,0.319734892,Others,96.83506959,0.31778426,Others,97.41557145
WildAnimal,0.502281071,Others,96.65036116,0.513562294,Others,95.97549146
WildAnimal,0.51050071,Others,96.98477283,0.508369044,Others,97.16479095
WildAnimal,1.611819312,Others,96.91930208,1.608739025,Others,92.54471501
FeatheredAnimal,0.396397954,Others,96.8600437,0.400271647,Others,99.62436076
WildAnimal,0.539146422,Others,96.90037445,0.540882776,Others,97.11038951
WildAnimal,0.489590261,Others,96.6309099,0.49307758,Others,96.61781125
WildAnimal,0.495742789,Others,96.60544782,0.490825688,Others,96.58123501
FeatheredAnimal,0.396397954,Others,96.8600437,0.39443178,Others,96.8317349
WildAnimal,0.482668261,Others,96.96621886,0.483088648,Others,97.25810003
WildAnimal,0.539146422,Others,96.90037445,0.539346377,Others,100.4719552
FeatheredAnimal,0.516930243,Others,96.71693053,0.515535862,Others,95.94686453
FeatheredAnimal,0.613826384,Others,96.73980944,0.627861458,Others,96.57552936
WildAnimal,0.512472092,Others,96.70561736,0.522114871,Others,96.82203572
WildAnimal,0.495742789,Others,96.60544782,0.492097976,Others,97.56133921
WildAnimal,0.489590261,Others,96.6309099,0.490338585,Others,97.08934588
WildAnimal,0.501947538,Others,96.77452206,0.504527163,Others,96.58917153
UAV,1.897914704,MilitaryFWA,72.2,1.914926921,MilitaryFWA,72.60553364
WildAnimal,0.485088864,Others,96.8366631,0.491110847,Others,96.57798648
WildAnimal,0.512472092,Others,96.70561736,0.514625415,Others,96.89597931
WildAnimal,0.489590261,Others,96.6309099,0.48671897,Others,97.08123301
FeatheredAnimal,0.319734892,Others,96.83506959,0.322760051,Others,97.19786299
WildAnimal,0.512472092,Others,96.70561736,0.509497191,Others,96.88633161
WildAnimal,0.512472092,Others,96.70561736,0.510688618,Others,96.71651815
WildAnimal,0.502281071,Others,96.65036116,0.49967375,Others,96.2373771
WildAnimal,0.470208838,Others,96.98772838,0.466906594,Others,98.77571511
WildAnimal,0.489590261,Others,96.6309099,0.488705668,Others,96.84863745
WildAnimal,0.51050071,Others,96.98477283,0.506535873,Others,96.88093954
FeatheredAnimal,0.613826384,Others,96.73980944,0.619190245,Others,96.21197853
WildAnimal,0.512472092,Others,96.70561736,0.510958859,Others,95.20400859
WildAnimal,0.489590261,Others,96.6309099,0.489219379,Others,96.23484042
FeatheredAnimal,0.458181546,Others,96.85231802,0.444234013,Others,99.72193176
FeatheredAnimal,0.516930243,Others,96.71693053,0.50454966,Others,101.1366369
FeatheredAnimal,0.396397954,Others,96.8600437,0.399155402,Others,97.02053259
WildAnimal,0.539146422,Others,96.90037445,0.540092813,Others,96.61586288
FeatheredAnimal,0.436686299,Others,96.91768593,0.443689717,Others,95.30096899
WildAnimal,0.512472092,Others,96.70561736,0.513021659,Others,95.45798627
FeatheredAnimal,0.458181546,Others,96.85231802,0.459002866,Others,97.79357403
WildAnimal,0.501947538,Others,96.77452206,0.499238123,Others,97.43379074
WildAnimal,0.485088864,Others,96.8366631,0.487847047,Others,96.70287369
WildAnimal,0.51050071,Others,96.98477283,0.51629099,Others,97.12904311
FeatheredAnimal,0.419100454,Others,96.66220259,0.423290865,Others,94.82590323
WildAnimal,0.489590261,Others,96.6309099,0.48911176,Others,97.08297262
FeatheredAnimal,0.613826384,Others,96.73980944,0.619417891,Others,96.00390088
WildAnimal,0.489590261,Others,96.6309099,0.489553376,Others,96.20682711
WildAnimal,0.495742789,Others,96.60544782,0.477810365,Others,94.27448438
WildAnimal,0.539146422,Others,96.90037445,0.539938944,CommercialFWA,96.92542819
FeatheredAnimal,0.436686299,Others,96.91768593,0.434636825,Others,96.98019705
FeatheredAnimal,0.396397954,Others,96.8600437,0.401545171,Others,97.70430573
WildAnimal,0.495742789,Others,96.60544782,0.483464446,Others,96.90016916
FeatheredAnimal,0.419100454,Others,96.66220259,0.417320115,Others,95.81463885
WildAnimal,0.489590261,Others,96.6309099,0.482374843,Others,96.10923256
WildAnimal,0.495742789,Others,96.60544782,0.494948106,Others,96.63802351
WildAnimal,1.571614956,Others,96.80252007,1.566520351,Others,97.36021804
WildAnimal,0.512472092,Others,96.70561736,0.516259117,Others,97.33090946
WildAnimal,0.495742789,Others,96.60544782,0.499475827,Others,95.85703878
FeatheredAnimal,0.419100454,Others,96.66220259,0.406287405,Others,93.49435527
FeatheredAnimal,0.396397954,Others,96.8600437,0.396940434,CommercialRWA,96.51261184
WildAnimal,0.502281071,Others,96.65036116,0.508433193,Others,97.39406827
FeatheredAnimal,0.516930243,Others,96.71693053,0.513078687,Others,93.78363985
FeatheredAnimal,0.419100454,Others,96.66220259,0.417199458,Others,98.17948156
FeatheredAnimal,0.516930243,Others,96.71693053,0.52042876,Others,92.64381394
FeatheredAnimal,0.396397954,Others,96.8600437,0.393162901,Others,96.92672923
WildAnimal,0.516317545,Others,96.90316813,0.52761165,Others,94.48955898
WildAnimal,0.502281071,Others,96.65036116,0.507623949,Others,97.00918381
WildAnimal,0.482668261,Others,96.96621886,0.468519099,Others,95.09055374
FeatheredAnimal,0.319734892,Others,96.83506959,0.318116252,Others,95.04411964
FeatheredAnimal,0.436686299,Others,96.91768593,0.425483556,Others,98.11131637
FeatheredAnimal,0.396397954,Others,96.8600437,0.400064221,Others,97.60412948
FeatheredAnimal,0.419100454,Others,96.66220259,0.415071222,Others,98.90954712
WildAnimal,0.495742789,Others,96.60544782,0.496379208,Others,95.52748699
FeatheredAnimal,0.613826384,Others,96.73980944,0.614171279,Others,94.15305188
FeatheredAnimal,0.613826384,Others,96.73980944,0.617741689,Others,99.79842174
FeatheredAnimal,0.516930243,Others,96.71693053,0.505584477,Others,98.90564016
WildAnimal,0.489590261,Others,96.6309099,0.479404992,Others,96.50300546
FeatheredAnimal,0.396397954,Others,96.8600437,0.400268858,Others,98.55680769
FeatheredAnimal,0.516930243,Others,96.71693053,0.516785661,Others,95.87038693
FeatheredAnimal,0.396397954,Others,96.8600437,0.40104447,Others,98.30419419
FeatheredAnimal,0.396397954,Others,96.8600437,0.395711573,Others,96.64915462
UAV,1.897914704,MilitaryFWA,72.2,1.909901054,MilitaryFWA,72.00274814
WildAnimal,0.51050071,Others,96.98477283,0.508550745,Others,98.22707636
FeatheredAnimal,0.458181546,Others,96.85231802,0.457656757,Others,97.04190512
WildAnimal,0.501947538,Others,96.77452206,0.510434186,Others,94.16742675
FeatheredAnimal,0.319734892,Others,96.83506959,0.323184917,Others,96.38945441
WildAnimal,1.611819312,Others,96.91930208,1.646909551,Others,94.43917127
FeatheredAnimal,0.613826384,Others,96.73980944,0.606320168,MilitaryTracked,97.23260455
WildAnimal,0.51050071,Others,96.98477283,0.510809241,Others,97.12359629
WildAnimal,0.470208838,Others,96.98772838,0.463434766,Others,94.9246475
WildAnimal,0.470208838,Others,96.98772838,0.464736627,Others,99.01659345
FeatheredAnimal,0.516930243,Others,96.71693053,0.519358364,Others,96.70427538
WildAnimal,0.501947538,Others,96.77452206,0.505105129,Others,96.14205189
WildAnimal,0.495742789,Others,96.60544782,0.500543507,Others,99.41854949
WildAnimal,0.51050071,Others,96.98477283,0.514846283,Others,97.39682504
FeatheredAnimal,0.396397954,Others,96.8600437,0.388925545,Others,96.75812515
FeatheredAnimal,0.319734892,Others,96.83506959,0.318590615,Others,97.66249903
WildAnimal,0.539146422,Others,96.90037445,0.53828906,Others,98.70858687
FeatheredAnimal,0.396397954,Others,96.8600437,0.393337265,Others,96.47039787
WildAnimal,0.489590261,Others,96.6309099,0.485173911,Others,95.39155886
FeatheredAnimal,0.419100454,Others,96.66220259,0.413013411,Others,95.07340758
FeatheredAnimal,0.419100454,Others,96.66220259,0.415870076,Others,98.30938937
FeatheredAnimal,0.458181546,Others,96.85231802,0.453831415,Others,94.76890644
FeatheredAnimal,0.319734892,Others,96.83506959,0.322151158,Others,97.18016117
WildAnimal,0.51050071,Others,96.98477283,0.512923275,Others,97.02693184
WildAnimal,0.502281071,Others,96.65036116,0.511871977,Others,97.92262853
FeatheredAnimal,0.516930243,Others,96.71693053,0.519541799,Others,97.06571381
FeatheredAnimal,0.319734892,Others,96.83506959,0.318076126,Others,96.66467093
WildAnimal,0.501947538,Others,96.77452206,0.500065177,Others,96.90667487
WildAnimal,0.485952808,Others,96.80596995,0.480305834,Others,97.05733307
WildAnimal,0.495742789,Others,96.60544782,0.488170412,Others,97.35345075
WildAnimal,0.51050071,Others,96.98477283,0.508932161,Others,97.31225808
WildAnimal,0.502281071,Others,96.65036116,0.514173082,Others,96.09676593
WildAnimal,0.502281071,Others,96.65036116,0.49376316,Others,97.08636607
WildAnimal,1.611819312,Others,96.91930208,1.631443164,Others,98.46528416
FeatheredAnimal,0.396397954,Others,96.8600437,0.388355709,Others,97.54109782
FeatheredAnimal,0.396397954,Others,96.8600437,0.394823929,Others,97.31859581
FeatheredAnimal,0.319734892,Others,96.83506959,0.31936744,Others,97.35583108
FeatheredAnimal,0.516930243,Others,96.71693053,0.515937103,CommercialRWA,97.01745443
WildAnimal,0.512472092,Others,96.70561736,0.508920152,Others,97.32926419
WildAnimal,0.512472092,Others,96.70561736,0.512393063,Others,96.71985934
WildAnimal,0.489590261,Others,96.6309099,0.497660309,Others,96.6662694
FeatheredAnimal,0.516930243,Others,96.71693053,0.518475068,Others,96.69060673
FeatheredAnimal,0.396397954,Others,96.8600437,0.397148223,Others,97.22006105
FeatheredAnimal,0.319734892,Others,96.83506959,0.31436998,Others,99.333541
WildAnimal,0.485088864,Others,96.8366631,0.485909303,HumanWithWeapon,97.83112313
WildAnimal,0.512472092,Others,96.70561736,0.505603669,Others,96.31531319
FeatheredAnimal,0.396397954,Others,96.8600437,0.393663839,Others,96.54908738
WildAnimal,1.611819312,Others,96.91930208,1.681920801,Others,97.32859724
WildAnimal,0.539146422,Others,96.90037445,0.539828595,Others,98.09363797
FeatheredAnimal,0.436686299,Others,96.91768593,0.426541596,Others,96.98243082
WildAnimal,0.495742789,Others,96.60544782,0.509144832,Others,94.16128046
FeatheredAnimal,0.396397954,Others,96.8600437,0.404587443,Others,98.37216997
FeatheredAnimal,0.396397954,Others,96.8600437,0.401160447,Others,97.03765094
FeatheredAnimal,0.396397954,Others,96.8600437,0.395864883,Others,96.09053146
FeatheredAnimal,0.319734892,Others,96.83506959,0.322816533,Others,94.71550891
FeatheredAnimal,0.319734892,Others,96.83506959,0.319720961,Others,96.86989263
WildAnimal,1.611819312,Others,96.91930208,1.611266084,Others,97.38448028
FeatheredAnimal,0.516930243,Others,96.71693053,0.513554739,Others,96.39933208
WildAnimal,0.539146422,Others,96.90037445,0.540445766,Others,96.5790489
FeatheredAnimal,0.516930243,Others,96.71693053,0.519216527,Others,96.75969272
FeatheredAnimal,0.613826384,Others,96.73980944,0.624348793,Others,94.17991979
WildAnimal,0.501947538,Others,96.77452206,0.498628447,Others,97.28011941
FeatheredAnimal,0.613826384,Others,96.73980944,0.598289346,Others,96.72869582
WildAnimal,1.611819312,Others,96.91930208,1.633294815,Others,98.22836863
FeatheredAnimal,0.516930243,Others,96.71693053,0.51541474,Others,96.99515593
WildAnimal,0.512472092,Others,96.70561736,0.518542823,Others,95.42147356
WildAnimal,0.501947538,Others,96.77452206,0.499168008,Others,93.89182509
WildAnimal,0.539146422,Others,96.90037445,0.541517721,Others,96.41801851
FeatheredAnimal,0.613826384,Others,96.73980944,0.611532978,Others,95.32862174
WildAnimal,0.489590261,Others,96.6309099,0.48612281,Others,96.56634416
WildAnimal,0.502281071,Others,96.65036116,0.509288422,Others,95.72240223
FeatheredAnimal,0.319734892,Others,96.83506959,0.320344361,Others,96.47451645
FeatheredAnimal,0.419100454,Others,96.66220259,0.41691576,Others,97.45614829
FeatheredAnimal,0.319734892,Others,96.83506959,0.321572632,Others,97.12626024
FeatheredAnimal,0.419100454,Others,96.66220259,0.420298371,Others,95.10078527
WildAnimal,0.51050071,Others,96.98477283,0.511403464,Others,96.85141463
WildAnimal,1.611819312,Others,96.91930208,1.568110403,Others,97.28977989
WildAnimal,0.489590261,Others,96.6309099,0.492977502,Others,96.04459626
FeatheredAnimal,0.396397954,Others,96.8600437,0.391915382,Others,97.39329853
FeatheredAnimal,0.319734892,Others,96.83506959,0.319753684,Others,97.86410653
WildAnimal,0.485952808,Others,96.80596995,0.490765224,Others,93.99895946
FeatheredAnimal,0.516930243,Others,96.71693053,0.514623783,Others,97.10378
WildAnimal,0.502281071,Others,96.65036116,0.49572639,Others,95.09154764
FeatheredAnimal,0.319734892,Others,96.83506959,0.319054305,Others,95.86033815
FeatheredAnimal,0.396397954,Others,96.8600437,0.397428256,Others,96.64401534
WildAnimal,0.539146422,Others,96.90037445,0.547634297,Others,97.5446226
FeatheredAnimal,0.319734892,Others,96.83506959,0.319252636,Others,97.16470443
WildAnimal,0.489590261,Others,96.6309099,0.486655402,Others,97.28800357
FeatheredAnimal,0.396397954,Others,96.8600437,0.398843359,Others,97.63594967
FeatheredAnimal,0.396397954,Others,96.8600437,0.399877828,Others,97.29234689
WildAnimal,0.502281071,Others,96.65036116,0.513176884,Others,95.80818674
WildAnimal,0.512472092,Others,96.70561736,0.524291813,Others,96.14429571
FeatheredAnimal,0.319734892,Others,96.83506959,0.313793263,Others,97.71132773
FeatheredAnimal,0.458181546,Others,96.85231802,0.458742434,Others,93.20308069
FeatheredAnimal,0.516930243,Others,96.71693053,0.512998283,Others,96.37526831
WildAnimal,0.495742789,Others,96.60544782,0.494879404,Others,98.3144045
FeatheredAnimal,0.516930243,Others,96.71693053,0.523043594,Others,94.72341128
FeatheredAnimal,0.396397954,Others,96.8600437,0.39636536,Others,96.79595351
WildAnimal,0.539146422,Others,96.90037445,0.542230698,Others,97.54982586
FeatheredAnimal,0.396397954,Others,96.8600437,0.397399343,Others,97.1065554
FeatheredAnimal,0.396397954,Others,96.8600437,0.395017432,Others,97.20669523
WildAnimal,0.482668261,Others,96.96621886,0.477268957,Others,99.72718956
FeatheredAnimal,0.516930243,Others,96.71693053,0.520534158,Others,95.89878891
WildAnimal,0.495742789,Others,96.60544782,0.486952999,Others,97.87200616
FeatheredAnimal,0.436686299,Others,96.91768593,0.432986049,Others,96.07477946
FeatheredAnimal,0.396397954,Others,96.8600437,0.400378483,CommercialRWA,96.61209457
FeatheredAnimal,0.319734892,Others,96.83506959,0.31745028,Others,96.90890061
FeatheredAnimal,0.319734892,Others,96.83506959,0.320139267,Others,98.02975908
FeatheredAnimal,0.613826384,Others,96.73980944,0.608581366,Others,96.30120371
WildAnimal,0.516317545,Others,96.90316813,0.515838658,CommercialRWA,94.33829895
WildAnimal,0.495742789,Others,96.60544782,0.50091402,Others,96.44669402
WildAnimal,0.512472092,Others,96.70561736,0.518926845,Others,95.1509587
FeatheredAnimal,0.396397954,Others,96.8600437,0.402111422,Others,96.98738245
WildAnimal,0.51050071,Others,96.98477283,0.511681484,Others,97.50316605
WildAnimal,0.501947538,Others,96.77452206,0.512241865,Others,97.14456111
FeatheredAnimal,0.545474605,Others,96.87645577,0.544963369,Others,97.05587879
FeatheredAnimal,0.516930243,Others,96.71693053,0.519221836,Others,96.13037376
FeatheredAnimal,0.319734892,Others,96.83506959,0.31834499,Others,97.23314387
FeatheredAnimal,0.396397954,Others,96.8600437,0.398898447,Others,96.43345659
WildAnimal,0.501947538,Others,96.77452206,0.506007395,Others,97.38505987
FeatheredAnimal,0.396397954,Others,96.8600437,0.394646792,Others,95.24095731
WildAnimal,0.489590261,Others,96.6309099,0.488967176,Others,97.46001646
WildAnimal,0.539146422,Others,96.90037445,0.536590848,Others,96.75436528
FeatheredAnimal,0.396397954,Others,96.8600437,0.399718887,Others,97.5667878
WildAnimal,0.502281071,Others,96.65036116,0.501005998,Others,97.81661945
FeatheredAnimal,0.516930243,Others,96.71693053,0.520533511,Others,96.02913837
FeatheredAnimal,0.319734892,Others,96.83506959,0.324044919,Others,97.27339173
WildAnimal,0.489590261,Others,96.6309099,0.490839602,Others,96.49765368
FeatheredAnimal,0.319734892,Others,96.83506959,0.325091126,Others,98.00405348
FeatheredAnimal,0.516930243,Others,96.71693053,0.513346763,Others,96.59554677
WildAnimal,0.516317545,Others,96.90316813,0.501142297,Others,96.16859479
WildAnimal,1.611819312,Others,96.91930208,1.608255217,Others,97.68396102
FeatheredAnimal,0.319734892,Others,96.83506959,0.320395974,Others,96.67640181
FeatheredAnimal,0.319734892,Others,96.83506959,0.32144953,Others,96.57073513
FeatheredAnimal,0.319734892,Others,96.83506959,0.320139887,Others,96.54927657
WildAnimal,0.489590261,Others,96.6309099,0.491804181,Others,95.99198665
FeatheredAnimal,0.458181546,Others,96.85231802,0.463881335,Others,95.27372833
FeatheredAnimal,0.396397954,Others,96.8600437,0.398045795,Others,96.8041808
WildAnimal,0.539146422,Others,96.90037445,0.537721398,Others,98.06097715
FeatheredAnimal,0.419100454,Others,96.66220259,0.418848989,Others,98.93256948
WildAnimal,0.512472092,Others,96.70561736,0.511475821,Others,97.45914152
WildAnimal,0.485088864,Others,96.8366631,0.483715028,Others,96.58159561
FeatheredAnimal,0.396397954,Others,96.8600437,0.397608393,Others,96.47201953
WildAnimal,0.539146422,Others,96.90037445,0.535173461,Others,96.89046023
FeatheredAnimal,0.545474605,Others,96.87645577,0.549824314,Others,98.9195593
FeatheredAnimal,0.436686299,Others,96.91768593,0.441158281,Others,96.8984835
WildAnimal,0.516317545,Others,96.90316813,0.519256496,Others,96.14963174
WildAnimal,1.611819312,Others,96.91930208,1.643033261,Others,95.09819057
FeatheredAnimal,0.516930243,Others,96.71693053,0.515578706,Others,96.99653048
FeatheredAnimal,0.319734892,Others,96.83506959,0.319392857,Others,96.06853981
WildAnimal,0.51050071,Others,96.98477283,0.510639215,Others,97.24829909
FeatheredAnimal,0.436686299,Others,96.91768593,0.433452733,Others,97.22500476
FeatheredAnimal,0.396397954,Others,96.8600437,0.402333346,Others,98.31778909
WildAnimal,0.51050071,Others,96.98477283,0.50454954,Others,96.50362844
WildAnimal,0.501947538,Others,96.77452206,0.498967695,Others,97.09474204
FeatheredAnimal,0.419100454,Others,96.66220259,0.423602266,Others,96.86803146
WildAnimal,0.470208838,Others,96.98772838,0.461323099,Others,96.07736936
WildAnimal,0.501947538,Others,96.77452206,0.495787122,Others,95.29451499
FeatheredAnimal,0.396397954,Others,96.8600437,0.395646637,Others,96.98859898
WildAnimal,0.501947538,Others,96.77452206,0.503423721,Others,96.64375716
FeatheredAnimal,0.516930243,Others,96.71693053,0.517861563,Others,96.48936136
FeatheredAnimal,0.545474605,Others,96.87645577,0.543644813,Others,96.21162277
WildAnimal,1.611819312,Others,96.91930208,1.620335438,Others,96.9538366
FeatheredAnimal,0.516930243,Others,96.71693053,0.518359508,Others,96.01023878
FeatheredAnimal,0.516930243,Others,96.71693053,0.518619144,Others,97.39266095
FeatheredAnimal,0.396397954,Others,96.8600437,0.399523162,Others,96.49639996
WildAnimal,0.495742789,Others,96.60544782,0.502349146,Others,98.16408768
FeatheredAnimal,0.319734892,Others,96.83506959,0.320786524,Others,96.30452517
WildAnimal,0.495742789,Others,96.60544782,0.499273079,Others,96.10202056
FeatheredAnimal,0.516930243,Others,96.71693053,0.503328031,Others,97.99629048
FeatheredAnimal,0.396397954,Others,96.8600437,0.394940127,CommercialFWA,96.89866767
WildAnimal,0.51050071,Others,96.98477283,0.511489654,Others,96.93844715
FeatheredAnimal,0.319734892,Others,96.83506959,0.317289825,Others,96.77681338
WildAnimal,0.512472092,Others,96.70561736,0.507451362,Others,98.43854163
WildAnimal,0.512472092,Others,96.70561736,0.518200984,Others,97.20553623
FeatheredAnimal,0.319734892,Others,96.83506959,0.31936242,Others,96.32636432
WildAnimal,0.489590261,Others,96.6309099,0.486527861,Others,96.73627519
FeatheredAnimal,0.613826384,Others,96.73980944,0.596434775,Others,98.52827487
WildAnimal,0.516317545,Others,96.90316813,0.51810439,Others,97.21324137
FeatheredAnimal,0.613826384,Others,96.73980944,0.61644351,Others,96.55053935
WildAnimal,1.611819312,Others,96.91930208,1.615731514,Others,97.5118393
FeatheredAnimal,0.419100454,Others,96.66220259,0.421448013,Others,95.0755637
WildAnimal,0.502281071,Others,96.65036116,0.52582149,Others,97.64895089
FeatheredAnimal,0.419100454,Others,96.66220259,0.416749561,Others,94.6075213
FeatheredAnimal,0.319734892,Others,96.83506959,0.319343898,Others,97.01793892
WildAnimal,0.482668261,Others,96.96621886,0.486643691,Others,97.66387593
FeatheredAnimal,0.613826384,Others,96.73980944,0.614923088,Others,96.84518018
WildAnimal,0.501947538,Others,96.77452206,0.500068813,Others,96.56820232
FeatheredAnimal,0.319734892,Others,96.83506959,0.317786239,Others,97.31778651
WildAnimal,0.512472092,Others,96.70561736,0.511408604,Others,97.10773153
FeatheredAnimal,0.319734892,Others,96.83506959,0.3209954,Others,97.19400573
UAV,1.799260279,MilitaryFWA,71.9,1.796800922,CommercialFWA,71.23767427
WildAnimal,0.485088864,Others,96.8366631,0.480445768,Others,94.99426002
WildAnimal,0.51050071,Others,96.98477283,0.509009873,Others,97.38303051
UAV,1.897914704,MilitaryFWA,72.2,1.915132279,MilitaryFWA,74.17106473
FeatheredAnimal,0.319734892,Others,96.83506959,0.320874299,Others,96.76840153
FeatheredAnimal,0.458181546,Others,96.85231802,0.469784722,Others,92.46458315
FeatheredAnimal,0.516930243,Others,96.71693053,0.519745615,Others,97.27765086
WildAnimal,0.489590261,Others,96.6309099,0.484306405,Others,95.64176924
WildAnimal,0.489590261,Others,96.6309099,0.487702336,Others,97.78550192
FeatheredAnimal,0.319734892,Others,96.83506959,0.321517245,Others,97.41467553
FeatheredAnimal,0.319734892,Others,96.83506959,0.318667791,Others,97.57341536
FeatheredAnimal,0.396397954,Others,96.8600437,0.390886622,Others,97.83542329
FeatheredAnimal,0.396397954,Others,96.8600437,0.394588236,Others,96.98214949
FeatheredAnimal,0.319734892,Others,96.83506959,0.322088397,Others,96.39738295
WildAnimal,0.51050071,Others,96.98477283,0.51257197,Others,97.33055757
FeatheredAnimal,0.516930243,Others,96.71693053,0.517855874,Others,96.9237271
WildAnimal,0.489590261,Others,96.6309099,0.49088911,Others,95.9190838
WildAnimal,0.485952808,Others,96.80596995,0.475872985,Others,98.8383782
FeatheredAnimal,0.516930243,Others,96.71693053,0.528405812,MilitaryFWA,100.4732137
FeatheredAnimal,0.516930243,Others,96.71693053,0.51793157,Others,96.68016108
FeatheredAnimal,0.319734892,Others,96.83506959,0.318813838,Others,101.1181852
FeatheredAnimal,0.516930243,Others,96.71693053,0.520545366,Others,96.64410894
UAV,2.193771521,MilitaryFWA,72.2,2.186842767,MilitaryFWA,70.90341145
FeatheredAnimal,0.516930243,Others,96.71693053,0.52355544,Others,95.90051196
FeatheredAnimal,0.319734892,Others,96.83506959,0.321254113,Others,96.97216014
FeatheredAnimal,0.458181546,Others,96.85231802,0.466023688,Others,97.51072103
WildAnimal,0.512472092,Others,96.70561736,0.516734829,Others,96.33487311
WildAnimal,0.502281071,Others,96.65036116,0.484504674,Others,96.55645219
WildAnimal,1.611819312,Others,96.91930208,1.584829143,Others,96.91776605
WildAnimal,0.501947538,Others,96.77452206,0.494097567,Others,96.03907304
FeatheredAnimal,0.436686299,Others,96.91768593,0.434977729,Others,99.13799243
FeatheredAnimal,0.396397954,Others,96.8600437,0.397407084,Others,96.39294775
FeatheredAnimal,0.516930243,Others,96.71693053,0.51850087,Others,96.7827581
WildAnimal,1.611819312,Others,96.91930208,1.61014361,Others,97.33241532
FeatheredAnimal,0.613826384,Others,96.73980944,0.611419657,Others,96.05040065
WildAnimal,0.51050071,Others,96.98477283,0.508014133,Others,97.10061262
WildAnimal,0.489590261,Others,96.6309099,0.494694335,Others,96.5134062
FeatheredAnimal,0.516930243,Others,96.71693053,0.516323681,Others,97.16783446
WildAnimal,0.489590261,Others,96.6309099,0.48919096,Others,96.68318814
FeatheredAnimal,0.419100454,Others,96.66220259,0.415641755,CommercialFWA,96.25808541
WildAnimal,0.512472092,Others,96.70561736,0.512862034,Others,96.63238813
FeatheredAnimal,0.396397954,Others,96.8600437,0.400054067,Others,97.00463795
WildAnimal,0.485088864,Others,96.8366631,0.491999985,Others,96.39264901
FeatheredAnimal,0.396397954,Others,96.8600437,0.396288825,Others,96.90782519
WildAnimal,0.470208838,Others,96.98772838,0.47691623,CommercialRWA,96.9003517
FeatheredAnimal,0.319734892,Others,96.83506959,0.321493054,Others,97.44351029
WildAnimal,0.489590261,Others,96.6309099,0.49327452,Others,96.32260565
WildAnimal,0.51050071,Others,96.98477283,0.508257245,Others,97.6313586
WildAnimal,0.495742789,Others,96.60544782,0.504011288,Others,93.97782016
FeatheredAnimal,0.319734892,Others,96.83506959,0.320903176,Others,96.22537526
WildAnimal,0.516317545,Others,96.90316813,0.515433088,Others,95.74531065
WildAnimal,1.611819312,Others,96.91930208,1.590646744,Others,97.72255674
FeatheredAnimal,0.458181546,Others,96.85231802,0.448075126,Others,97.87957043
WildAnimal,1.611819312,Others,96.91930208,1.622526555,Others,96.08819501
FeatheredAnimal,0.516930243,Others,96.71693053,0.503590983,Others,97.28650638
